sars-cov2 infection
therapeutic targets
upper respiratory
vascular surgery
alcohol use
community health
covid-19-associated acute
diagnostic testing
disease outbreak
fight covid-19
gastrointestinal endoscopy
health impact
health literacy
health research
high-flow nasal
italian experience
managing covid-19
mortality rates
novel covid-19
sars-cov-2 seroprevalence
therapeutic options
therapeutic potential
acute appendicitis
among medical
controlled trials
covid-19 pandemics
early warning
imaging features
imaging findings
internal medicine
medical care
online learning
patient safety
patients using
possible role
reproductive health
st-segment elevation
2020 covid-19
angiotensin receptor
brief review
covid-19 mitigation
covid-19 therapy
covid19 pandemic
east respiratory
electronic health
elevation myocardial
inflammatory multisystem
national health
psychological well-being
rapid implementation
referral center
right ventricular
school closures
severe pneumonia
sex differences
sickle cell
ace2 receptor
american college
chronic pain
cruise ship
fatality rates
icu patients
inflammatory response
italian society
latin american
plasma exchange
practical considerations
referral hospital
sars-cov-2 genomes
special issue
targeting sars-cov-2
world health
cardiovascular complications
deep vein
february 2020
general practice
innate immune
june 2020
network analysis
prediction model
pregnant woman
resource allocation
sars-cov-2 nucleocapsid
sars-cov-2 positive
tracheal intubation
anti-sars-cov-2 antibodies
autoimmune diseases
cardiac involvement
coronavirus covid-19
critical review
dental practice
diagnostic tests
influencing factors
influenza virus
interventional radiology
mediating role
mental well-being
moderate covid-19
n95 respirators
nasal cannula
neck surgery
pandemic crisis
population health
post-traumatic stress
preliminary results
preliminary study
racial disparities
rapid antigen
serological assays
working group
antibody tests
blood group
care centre
control strategies
covid-19 prevalence
covid-19 scale
dynamics simulation
filtering facepiece
future directions
health organization
mathematical modeling
metropolitan area
multisystem syndrome
pediatric patient
primary health
psychological effects
quality improvement
social work
spectrum disorder
stay-at-home orders
symptomatic patients
therapeutic target
three cases
treatment strategies
acute covid-19
cancer management
coronary syndromes
covid-19 illness
cross-sectional analysis
disease outbreaks
ecological study
food security
high prevalence
higher education
higher risk
pandemic using
patient management
silver lining
surgical training
tertiary referral
therapeutic strategies
using machine
african american
cancer treatment
cell therapy
covid-19 drug
covid-19 surge
left ventricular
medical services
minimally invasive
network pharmacology
novel sars-cov-2
regarding article
renal replacement
sectional study
stress among
c-reactive protein
clinical evaluation
emergency room
endothelial dysfunction
exploratory study
health information
herbal medicine
host cell
infection rates
inflammatory rheumatic
mask use
modeling study
multicenter retrospective
national lockdown
neurological complications
novel corona
poor prognosis
population-based cohort
posttraumatic stress
radiology department
sao paulo
sars-cov-2 replication
single centre
storm syndrome
thrombotic complications
treatment options
viral pneumonia
adverse events
attitudes toward
beyond covid-19
containment measures
control covid-19
covid-19 recovery
disease control
emergency management
gender differences
home residents
hypoxemic respiratory
icu admission
innate immunity
invasive mechanical
laboratory findings
long covid
mrna covid-19
particulate matter
patients requiring
pneumonia patients
potential risk
risk communication
surgical management
therapeutic option
among frontline
antiviral drug
content analysis
coronavirus crisis
coronavirus epidemic
covid-19 experience
covid-19 hospitalized
covid-19 lung
department visits
frontline health
health conditions
health consequences
health-related quality
hospital discharge
nitric oxide
oxidative stress
perfect storm
potential covid-19
potential implications
respiratory disease
sars-cov-2 vaccination
sars-cov-2 variant
seasonal influenza
skilled nursing
surgical practice
transplant patients
vaccine trials
acute lung
cardiovascular risk
chronic disease
convolutional neural
covid-19 contact
disease management
emergency surgery
emergency use
emerging infectious
including covid-19
loop-mediated isothermal
mental disorders
monoclonal antibodies
monoclonal antibody
neurological symptoms
pandemic period
positive sars-cov-2
real-time rt-pcr
recovered covid-19
respiratory diseases
serological tests
temporally associated
therapeutic implications
therapeutic strategy
use disorders
young children
autism spectrum
care facility
cell disease
chronic diseases
home confinement
initial experience
intimate partner
intravenous immunoglobulin
lung transplantation
multicentre study
partner violence
patients diagnosed
psychological health
recent advances
sleep apnea
spanish society
spinal cord
study among
syndrome temporally
using deep
waste management
way forward
antimicrobial resistance
antiviral agents
cancer patient
cerebral venous
chronic obstructive
diagnostic performance
emergency response
nationwide cohort
potential sars-cov-2
renal transplant
research agenda
residency training
resonance imaging
respiratory virus
reverse transcription
st-elevation myocardial
therapeutic approach
two case
two patients
vulnerable populations
2019 epidemic
among university
anxiety levels
bcg vaccination
clinical care
clinical experience
clinical samples
covid-19 may
current knowledge
dialysis patients
diamond princess
disease-2019 pandemic
distance learning
eating disorders
fatal covid-19
global survey
immune checkpoint
increased mortality
mainland china
medical school
mitigation measures
nationwide lockdown
new challenges
newly diagnosed
organ transplantation
point-of-care ultrasound
practical recommendations
predicting covid-19
psychological status
remote monitoring
silico analysis
surgical care
surveillance system
survey among
trauma center
vaccine candidate
bibliometric analysis
care planning
care setting
coronavirus vaccine
covid-19 ards
covid-19 data
covid-19 epidemics
covid-19 hospital
epidemic model
epidemiology report
extracellular vesicles
glycemic control
health approach
hearing loss
hip fracture
hospital staff
low prevalence
molecular mechanisms
neural networks
obstructive pulmonary
online cross-sectional
outbreak among
pain management
patient satisfaction
pulmonary rehabilitation
remote learning
respiratory coronavirus
retrospective case
sars-cov-2 rt-pcr
sclerosis patients
tomography findings
viral clearance
without covid-19
21st century
30-day mortality
aerosol transmission
antigen test
anxiety symptoms
bariatric surgery
clinical performance
community hospital
covid-19 lockdowns
covid-19 pandemia
covid-19 treated
end-of-life care
front lines
human milk
human mobility
interstitial lung
low dose
neutrophil-to-lymphocyte ratio
new challenge
review article
risk score
sars-cov-2 proteins
service delivery
south african
successful treatment
supportive care
sustainable development
therapeutic approaches
virtual reality
aerosol generation
aerosol-generating procedures
brief report
care patients
chest radiography
chinese herbal
clinical manifestation
clinical symptoms
covid-19 antibody
covid-19 coronavirus
death rates
diabetes care
double-edged sword
drug development
early impact
european society
facepiece respirators
family medicine
feasibility study
health impacts
heart transplant
hospital experience
laboratory diagnosis
laparoscopic surgery
medicinal plants
multiple myeloma
neutrophil extracellular
non-severe covid-19
occupational health
pooled analysis
respiratory infection
sars-cov-2 coronavirus
short-term outcomes
skin manifestations
study based
surgical masks
surgical patients
thromboembolic events
undergraduate medical
understanding covid-19
among nurses
animal models
arterial thrombosis
blood donors
care medicine
clinical study
combination therapy
community transmission
covid-19 pathogenesis
covid-19 respiratory
covid-19 susceptibility
covid-19 therapeutics
cycle threshold
drug candidates
early diagnosis
epidemic prevention
extracellular traps
family cluster
first report
healthcare staff
hematopoietic stem
july 2020
lockdown due
maxillofacial surgery
migrant workers
mrna vaccine
novel approach
papain-like protease
patients without
percutaneous coronary
predict covid-19
predictive value
pregnant patients
prevention measures
residency program
respiratory symptoms
sars-cov-2 serology
school closure
simulation study
single-center study
system blockers
therapeutic agents
therapeutic plasma
three months
travel restrictions
vaccine candidates
acid detection
african americans
airway pressure
arterial hypertension
asymptomatic carriers
blood glucose
care management
care personnel
child health
clinical profile
controlling covid-19
covid-19 diagnostic
covid-19 information
covid-19 via
eye care
fulminant myocarditis
global impact
health anxiety
health behaviors
health effects
health insurance
health perspective
neonatal outcomes
obstructive sleep
ocular surface
optimal control
pediatric inflammatory
poor outcomes
potential antiviral
pulmonary function
rapid test
research priorities
sars-cov-2 antigen
severe respiratory
single-center retrospective
tertiary center
tract infections
treating patients
use among
ventilated covid-19
web-based survey
all-cause mortality
behavioral health
bnt162b2 mrna
cancer survivors
cardiovascular system
cell entry
cerebrospinal fluid
clinical data
clinical significance
community pharmacists
covid-19 admitted
covid-19 inpatients
covid-19 pandemic-a
covid-19 surveillance
covid-19 world
covid-19-positive patients
diagnostic value
economic impact
ethical issues
global rheumatology
igg antibody
interstitial pneumonia
learning models
medical workers
multi-center study
multicentre cohort
myasthenia gravis
non-communicable diseases
online teaching
physical exercise
positive airway
potential mechanisms
practical approach
protective measures
rhesus macaques
rna shedding
sars-cov-2 disease
severe cases
severe illness
advance care
alcohol consumption
approved drugs
body mass
cardiac rehabilitation
community-acquired pneumonia
covid-19 period
covid-19 test
covid-19-associated coagulopathy
critical patients
dental education
docking study
emergency care
endotracheal intubation
follow-up study
health inequalities
health issues
health records
initial phase
learning approach
long term
mathematical modelling
nationwide study
patient treated
practice guidelines
protective effect
protective factors
psychiatric disorders
psychological stress
public hospital
pulmonary arterial
pulmonary thromboembolism
rapid guideline
real time
risk management
sars-cov-2 nucleic
severely ill
silico study
southern italy
spatial analysis
spike proteins
spontaneous pneumothorax
structural basis
systematic literature
transmission risk
viral diseases
american society
among young
antimicrobial stewardship
antiphospholipid antibodies
antiviral therapy
asymptomatic infection
behaviors among
commercially available
corticosteroid therapy
covid-19 containment
depression among
eastern mediterranean
electroconvulsive therapy
environmental factors
ethical challenges
frontline nurses
glucose monitoring
health challenges
hematopoietic cell
indian perspective
infections among
invasive pulmonary
learning model
life satisfaction
managing patients
mass index
media use
new covid-19
new insights
observational studies
pandemic wave
patients recovered
policy responses
preventing covid-19
prolonged viral
pulmonary hypertension
qualitative analysis
reduce covid-19
renin angiotensin
rheumatology alliance
sars-cov-2 neutralizing
single institution
stroke patients
surgery practice
surgical oncology
systematic reviews
thrombotic events
transfer learning
2019 era
acute phase
antibody test
chest imaging
chest radiographs
coronary intervention
covid-19 across
current situation
d-dimer levels
dental students
early treatment
fatty liver
first month
general practitioners
genome sequencing
health promotion
health surveillance
human immunodeficiency
immunodeficiency virus
inflammatory diseases
lung involvement
major trauma
management strategy
mask wearing
negative pressure
nursing care
oncology patients
orthopaedic trauma
patient outcomes
psychosocial impact
public perceptions
repurposed drugs
respiratory pathogens
rna viruses
sars-cov-2 pcr
severe asthma
severe mental
six months
surgery department
surgical procedures
thrombocytopenic purpura
treatment strategy
vaccine design
virus detection
virus infections
york state
young adult
adverse drug
air pollutants
aortic valve
attitudes towards
atypical presentation
care settings
cell responses
centre experience
challenges faced
chest x-rays
chilblain-like lesions
clinical efficacy
compassionate use
continuous positive
covid-19 death
covid-19 preventive
covid-19 wave
critical coronavirus
current state
diabetic patients
elective orthopaedic
emergency preparedness
ethnic minorities
fake news
false negative
food systems
gestational diabetes
global perspective
health workforce
hemophagocytic lymphohistiocytosis
high incidence
high mortality
hip fractures
home care
ibd patients
immune thrombocytopenia
inflammatory markers
inhibits sars-cov-2
initial covid-19
italian covid-19
life support
mass spectrometry
medical resources
mrna vaccines
neurologic manifestations
neurological disorders
new onset
oral cancer
paradigm shift
perceived risk
potential drugs
preliminary analysis
protective role
psychological impacts
randomized trial
rapid development
rare case
risk perceptions
sars coronavirus
save lives
sexual health
skin cancer
skull base
training program
using chest
analysis based
bone marrow
bowel diseases
chronic liver
clinical impact
clinical severity
covid-19 coagulopathy
crisis management
diabetic foot
diagnosing covid-19
diagnostic test
disease course
drug design
drug targets
dynamic changes
ethnic disparities
face coverings
facing covid-19
family members
first 100
future pandemics
gastrointestinal bleeding
gastrointestinal tract
gut microbiota
health education
health security
hospital setting
human lung
los angeles
march-april 2020
mental distress
methods study
natural compounds
new era
north america
novel therapeutic
one year
physical therapy
possible therapeutic
predictive factors
rapid diagnostic
related factors
renal failure
resident education
respiratory illness
rna extraction
scoring system
series analysis
silico approach
social care
spine surgery
surgical education
surgical mask
syndrome due
trauma centre
unit admission
unit patients
united arab
viral loads
viral transmission
web-based cross-sectional
african countries
among hospital
arab emirates
care needs
checkpoint inhibitors
chronic inflammatory
clinical decision
clinical studies
conspiracy theories
cord injury
coronavirus diseases
coronavirus virus
covid vaccine
covid-19 main
cross-sectional online
daily briefing
detecting sars-cov-2
excess deaths
failure due
harm reduction
health implications
health risks
human health
ill coronavirus
images using
invited commentary
laboratory parameters
laboratory testing
laboratory tests
large cohort
letter regarding
lower respiratory
lung transplant
mass testing
mediterranean region
molecular detection
neurosurgical practice
ongoing covid-19
outpatient care
outpatient clinic
pandemic times
patients hospitalised
personal protection
population density
positive patient
potential drug
preliminary data
psychological symptoms
public mental
sars-cov-2 screening
sars-cov-2 serological
sexually transmitted
spontaneous pneumomediastinum
statistical analysis
stock market
takotsubo syndrome
using artificial
whole genome
allergic reactions
among dental
antibody detection
august 2020
bcg vaccine
best practice
bronchoalveolar lavage
cancer diagnosis
cancer research
cesarean section
characteristics associated
close contacts
cohort analysis
common cold
community engagement
controlled study
covid-19 complications
covid-19 hospitalization
digital contact
digital technology
drug-drug interactions
elderly people
expert panel
gastrointestinal manifestations
health crises
health inequities
health risk
hospital workers
influenza vaccine
inhibit sars-cov-2
initial presentation
key role
large academic
lombardy region
long-term effects
lung function
lung ultrasonography
missing link
mortality due
neonatal intensive
neonates born
new sars-cov-2
non-invasive ventilation
patients recovering
percutaneous tracheostomy
perinatal outcomes
pharmacy services
point-of-care lung
poor outcome
potential therapeutics
potential use
prediction models
protective immunity
public interest
public trust
pulmonary vascular
resuming elective
rna detection
rt-pcr test
sars-cov-2 molecular
sars-cov-2 test
severe patients
social network
surgical treatment
suspected cases
testing strategy
two pandemics
update alert
using molecular
viral replication
viral respiratory
virtual interviews
von willebrand
young patient
adults hospitalized
among italian
angiotensin system
anti-sars-cov-2 igg
antibodies among
cardiac troponin
children associated
chronic lymphocytic
clinical laboratory
cognitive impairment
control strategy
covid-19 care
covid-19 cytokine
covid-19 dynamics
covid-19 shutdown
critical appraisal
december 2020
decision support
deep learning-based
descriptive analysis
disease prevention
drug delivery
electron microscopy
epidemic period
ethnic minority
genetic variants
genome sequences
genomic epidemiology
health communication
high levels
high school
humoral immune
ill patient
independent risk
infection rate
invasive surgery
lifestyle changes
limb ischemia
liver function
metabolic syndrome
multidisciplinary approach
n95 respirator
negative impact
older persons
oncology care
pediatric hospital
pediatric oncology
possible mechanisms
post-covid-19 world
practices among
predictive model
primary healthcare
princess cruise
publisher correction
rapid sars-cov-2
research progress
sample pooling
sars-cov-2 associated
sars-cov-2 positivity
social justice
surgical activity
syndrome related
universal screening
use drugs
video consultations
willebrand factor
wuhan city
academic hospital
adverse effects
air travel
among individuals
among residents
analysis reveals
anti-inflammatory drugs
antigen detection
bacillus calmette-guerin
blood pressure
care resources
care worker
cervical cancer
computational approach
control study
coronavirus lockdown
coronavirus outbreaks
covid vaccines
covid-19 burden
covid-19 cohort
covid-19 exposure
covid-19 knowledge
covid-19 registry
covid-19 responses
covid-19 spreading
covid-19 time
critical role
current literature
data collection
democratic republic
developmental disabilities
district general
docking studies
epidemiological features
epidemiological study
evidence review
fatal outcome
health centers
healthcare settings
healthcare systems
home quarantine
hospital emergency
hypertensive patients
infection fatality
mesenchymal stromal
mexico city
modeling approach
moving forward
multicenter cohort
"nt" forget
nationally representative
next pandemic
nosocomial infection
nursing facilities
orthopedic surgery
paediatric inflammatory
performance evaluation
physical health
practical guide
practices towards
precautionary measures
predicting mortality
prevention strategies
pulmonary artery
review protocol
sars-cov-2 specific
school students
september 2020
single-centre experience
small molecules
south america
surge capacity
surveillance data
suspected coronavirus
symptom onset
therapeutic interventions
tracing apps
using social
using telemedicine
viral entry
virtual learning
academic center
ace inhibitors
acid testing
acute cardiovascular
adolescent mental
aerosol box
airway epithelial
ambient air
among asymptomatic
among general
aortic dissection
basic reproduction
blood cell
blood groups
cardiogenic shock
cell transplant
clinical application
cloth masks
conspiracy beliefs
continuous glucose
coronavirus anxiety
covid-19 challenges
covid-19 critically
covid-19 home
covid-19 intensive
covid-19 progression
covid-19 reinfection
daily life
data sharing
death among
designated hospital
discharged covid-19
discharged patients
early lessons
emotion regulation
epidemiological analysis
experiencing homelessness
factors related
fractional order
genetic diversity
genome sequence
health concerns
health policies
healthcare delivery
healthcare services
hospital care
host response
human airway
hydroxychloroquine treatment
infodemiology study
information technology
informed consent
international health
intravascular coagulation
italian patients
italian survey
longitudinal analysis
lymphocyte subsets
medical centers
meteorological factors
mini review
mixed-methods study
mobile health
mobile phone
model based
moderating role
molecular testing
moral injury
natural history
nlrp3 inflammasome
nursing facility
pandemic control
patient characteristics
pediatric population
policy implications
propensity score
protective behaviors
proton pump
psychological resilience
psychometric properties
questionnaire study
rapid deployment
red blood
regional anesthesia
sars-cov-2 genomic
sars-cov-2 induced
sars-cov-2 reinfection
scientific evidence
seir model
serial interval
severity score
side effects
smoking cessation
status epilepticus
supply chains
surgery residency
surgical services
takotsubo cardiomyopathy
tobacco use
training programs
trauma patients
trauma surgery
treatment option
upper gastrointestinal
use authorization
vaccine efficacy
veterans affairs
virtual visits
acute hypoxemic
adaptive immune
adjuvant therapy
adult population
ambulatory care
among women
analysis using
artery thrombosis
behavioral changes
brazilian society
care model
care physicians
case studies
cell carcinoma
cleavage site
clinical case
clinical specimens
colorectal surgery
consensus document
consensus recommendations
corona pandemic
coronavirus spike
cov-2 infection
covid-19 guidelines
covid-19 morbidity
covid-19 stay-at-home
covid-19 tests
covid-19-related acute
current clinical
current pandemic
data mining
deep venous
demographic characteristics
department patients
depression symptoms
disease burden
drug interactions
dynamics simulations
early days
evidence based
evidence synthesis
evidence-based medicine
expert opinion
failure patients
familial cluster
first pandemic
german society
health administration
healthcare facilities
hospitalised covid-19
immune cells
indoor air
infection presenting
inflammatory responses
liver diseases
longitudinal cohort
low resource
low risk
lymphocyte ratio
mass screening
matched cohort
national covid-19
north india
ocular manifestations
outpatient management
pandemic impact
perioperative management
plasma donors
pooled testing
pregnancy outcomes
pregnant patient
prevent sars-cov-2
psychological support
pulse oximetry
rapid assessment
real-time pcr
real-time reverse
reporting period
rt-pcr testing
sars-cov-2 related
screening tool
southeast asia
stromal cells
study group
subcutaneous emphysema
tackling covid-19
telemental health
threshold values
traumatic stress
ultrasound findings
undergraduate students
unintended consequences
veterans health
abdominal pain
abnormal liver
acid amplification
acute lymphoblastic
advisory committee
age groups
among adolescents
among college
among persons
anti-sars-cov-2 antibody
associated risk
atopic dermatitis
biologic therapy
brain injury
care home
care staff
chronic conditions
clinical deterioration
clinical risk
clinical utility
coronavirus 2019-ncov
covid-19 affected
covid-19 anxiety
covid-19 complicated
covid-19 outcome
covid-19 treatments
covid-19-associated pulmonary
detecting covid-19
detection using
digestive system
disease 2019-related
disease transmission
disseminated intravascular
drug repositioning
early experiences
fangcang shelter
frontline workers
global response
gustatory dysfunction
health center
heart transplantation
hidradenitis suppurativa
hospital system
hospitalized children
host immune
human angiotensin-converting
human factors
human respiratory
including sars-cov-2
indirect effects
infection associated
intervention strategies
large tertiary
life among
maintenance hemodialysis
may help
mental healthcare
mitigate covid-19
molecular basis
movement disorders
multicentre retrospective
national cohort
negative rt-pcr
neglected tropical
new jersey
nursing staff
nutritional status
obsessive-compulsive disorder
orthopaedic surgeons
outbreak response
ovarian cancer
patients suffering
period ending
phylogenetic analysis
plastic surgeons
practice recommendations
preliminary findings
preterm birth
protecting healthcare
psychological burden
randomized trials
risk prediction
safety measures
sars-cov-2 cell
sars-cov-2 infectivity
sars-cov-2 shedding
school reopening
sedentary behavior
sensitive detection
serology assays
silico screening
sinus thrombosis
social networks
social vulnerability
socioeconomic status
spring 2020
stress symptoms
structural racism
student education
subunit vaccine
successfully treated
system involvement
system response
time-series analysis
transcatheter aortic
tropical diseases
updated review
vaccination coverage
veno-venous extracorporeal
ventilatory support
